developer-friendly name,VARIABLE NAME
outcome_percentage_pell.full_time.not_first_time.8yr.award,OMAWDP8_PELL_FTNFT
outcome_percentage_pell.full_time.not_first_time.8yr.still_enrolled,OMENRYP8_PELL_FTNFT
outcome_percentage_pell.full_time.not_first_time.8yr.transfer,OMENRAP8_PELL_FTNFT
outcome_percentage_pell.full_time.not_first_time.8yr.unknown,OMENRUP8_PELL_FTNFT
outcome_cohort_pell.part_time.not_first_time.8yr,OMACHT8_PELL_PTNFT
outcome_percentage_pell.part_time.not_first_time.8yr.award,OMAWDP8_PELL_PTNFT
outcome_percentage_pell.part_time.not_first_time.8yr.still_enrolled,OMENRYP8_PELL_PTNFT
outcome_percentage_pell.part_time.not_first_time.8yr.transfer,OMENRAP8_PELL_PTNFT
outcome_percentage_pell.part_time.not_first_time.8yr.unknown,OMENRUP8_PELL_PTNFT
outcome_cohort_pell.full_time.first_time.8yr_pooled,OMACHT8_PELL_FTFT_POOLED
outcome_cohort_pell.part_time.first_time.8yr_pooled,OMACHT8_PELL_PTFT_POOLED
outcome_cohort_pell.full_time.not_first_time.8yr_pooled,OMACHT8_PELL_FTNFT_POOLED
outcome_cohort_pell.part_time.not_first_time.8yr_pooled,OMACHT8_PELL_PTNFT_POOLED
outcome_percentage_pell.full_time.first_time.8yr.award_pooled,OMAWDP8_PELL_FTFT_POOLED
outcome_percentage_pell.full_time.first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_FTFT_POOLED
outcome_percentage_pell.full_time.first_time.8yr.transfer_pooled,OMENRAP8_PELL_FTFT_POOLED
outcome_percentage_pell.full_time.first_time.8yr.unknown_pooled,OMENRUP8_PELL_FTFT_POOLED
outcome_percentage_pell.part_time.first_time.8yr.award_pooled,OMAWDP8_PELL_PTFT_POOLED
outcome_percentage_pell.part_time.first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_PTFT_POOLED
outcome_percentage_pell.part_time.first_time.8yr.transfer_pooled,OMENRAP8_PELL_PTFT_POOLED
outcome_percentage_pell.part_time.first_time.8yr.unknown_pooled,OMENRUP8_PELL_PTFT_POOLED
outcome_percentage_pell.full_time.not_first_time.8yr.award_pooled,OMAWDP8_PELL_FTNFT_POOLED
outcome_percentage_pell.full_time.not_first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_FTNFT_POOLED
outcome_percentage_pell.full_time.not_first_time.8yr.transfer_pooled,OMENRAP8_PELL_FTNFT_POOLED
outcome_percentage_pell.full_time.not_first_time.8yr.unknown_pooled,OMENRUP8_PELL_FTNFT_POOLED
outcome_percentage_pell.part_time.not_first_time.8yr.award_pooled,OMAWDP8_PELL_PTNFT_POOLED
outcome_percentage_pell.part_time.not_first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_PTNFT_POOLED
outcome_percentage_pell.part_time.not_first_time.8yr.transfer_pooled,OMENRAP8_PELL_PTNFT_POOLED
outcome_percentage_pell.part_time.not_first_time.8yr.unknown_pooled,OMENRUP8_PELL_PTNFT_POOLED
outcome_percentage_pell.all_students.8yr.still_enrolled_pooled,OMENRYP_PELL_ALL_POOLED
outcome_percentage_pell.all_students.8yr.transfer_pooled,OMENRAP_PELL_ALL_POOLED
outcome_percentage_pell.all_students.8yr.award_pooled,OMAWDP8_PELL_ALL_POOLED
outcome_percentage_pell.all_students.8yr.unknown_pooled,OMENRUP_PELL_ALL_POOLED
outcome_percentage_pell.first_time.8yr.still_enrolled_pooled,OMENRYP_PELL_FTT_POOLED
outcome_percentage_pell.first_time.8yr.transfer_pooled,OMENRAP_PELL_FTT_POOLED
outcome_percentage_pell.first_time.8yr.award_pooled,OMAWDP8_PELL_FTT_POOLED
outcome_percentage_pell.first_time.8yr.unknown_pooled,OMENRUP_PELL_FTT_POOLED
outcome_percentage_pell.not_first_time.8yr.still_enrolled_pooled,OMENRYP_PELL_NFT_POOLED
outcome_percentage_pell.not_first_time.8yr.transfer_pooled,OMENRAP_PELL_NFT_POOLED
outcome_percentage_pell.not_first_time.8yr.award_pooled,OMAWDP8_PELL_NFT_POOLED
outcome_percentage_pell.not_first_time.8yr.unknown_pooled,OMENRUP_PELL_NFT_POOLED
outcome_percentage_pell.full_time.8yr.still_enrolled_pooled,OMENRYP_PELL_FT_POOLED
outcome_percentage_pell.full_time.8yr.transfer_pooled,OMENRAP_PELL_FT_POOLED
outcome_percentage_pell.full_time.8yr.award_pooled,OMAWDP8_PELL_FT_POOLED
outcome_percentage_pell.full_time.8yr.unknown_pooled,OMENRUP_PELL_FT_POOLED
outcome_percentage_pell.part_time.8yr.still_enrolled_pooled,OMENRYP_PELL_PT_POOLED
outcome_percentage_pell.part_time.8yr.transfer_pooled,OMENRAP_PELL_PT_POOLED
outcome_percentage_pell.part_time.8yr.award_pooled,OMAWDP8_PELL_PT_POOLED
outcome_percentage_pell.part_time.8yr.unknown_pooled,OMENRUP_PELL_PT_POOLED
outcome_years_pell.full_time.first_time,POOLYRSOM_PELL_FTFT
outcome_years_pell.part_time.first_time,POOLYRSOM_PELL_PTFT
outcome_years_pell.full_time.not_first_time,POOLYRSOM_PELL_FTNFT
outcome_years_pell.part_time.not_first_time,POOLYRSOM_PELL_PTNFT
outcome_years_pell.om_all_students,POOLYRSOM_PELL_ALL
outcome_years_pell.om_first_time,POOLYRSOM_PELL_FIRSTTIME
outcome_years_pell.om_not_first_time,POOLYRSOM_PELL_NOTFIRSTTIME
outcome_years_pell.om_full_time,POOLYRSOM_PELL_FULLTIME
outcome_years_pell.om_part_time,POOLYRSOM_PELL_PARTTIME
outcome_percentage_pell_suppressed.full_time.first_time.8yr.award_pooled,OMAWDP8_PELL_FTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_FTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.first_time.8yr.transfer_pooled,OMENRAP8_PELL_FTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.first_time.8yr.unknown_pooled,OMENRUP8_PELL_FTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.first_time.8yr.award_pooled,OMAWDP8_PELL_PTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_PTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.first_time.8yr.transfer_pooled,OMENRAP8_PELL_PTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.first_time.8yr.unknown_pooled,OMENRUP8_PELL_PTFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.not_first_time.8yr.award_pooled,OMAWDP8_PELL_FTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.not_first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_FTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.not_first_time.8yr.transfer_pooled,OMENRAP8_PELL_FTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.not_first_time.8yr.unknown_pooled,OMENRUP8_PELL_FTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.not_first_time.8yr.award_pooled,OMAWDP8_PELL_PTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.not_first_time.8yr.still_enrolled_pooled,OMENRYP8_PELL_PTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.not_first_time.8yr.transfer_pooled,OMENRAP8_PELL_PTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.not_first_time.8yr.unknown_pooled,OMENRUP8_PELL_PTNFT_POOLED_SUPP
outcome_percentage_pell_suppressed.all_students.8yr.still_enrolled_pooled,OMENRYP_PELL_ALL_POOLED_SUPP
outcome_percentage_pell_suppressed.all_students.8yr.transfer_pooled,OMENRAP_PELL_ALL_POOLED_SUPP
outcome_percentage_pell_suppressed.all_students.8yr.award_pooled,OMAWDP8_PELL_ALL_POOLED_SUPP
outcome_percentage_pell_suppressed.all_students.8yr.unknown_pooled,OMENRUP_PELL_ALL_POOLED_SUPP
outcome_percentage_pell_suppressed.first_time.8yr.still_enrolled_pooled,OMENRYP_PELL_FTT_POOLED_SUPP
outcome_percentage_pell_suppressed.first_time.8yr.transfer_pooled,OMENRAP_PELL_FTT_POOLED_SUPP
outcome_percentage_pell_suppressed.first_time.8yr.award_pooled,OMAWDP8_PELL_FTT_POOLED_SUPP
outcome_percentage_pell_suppressed.first_time.8yr.unknown_pooled,OMENRUP_PELL_FTT_POOLED_SUPP
outcome_percentage_pell_suppressed.not_first_time.8yr.still_enrolled_pooled,OMENRYP_PELL_NFT_POOLED_SUPP
outcome_percentage_pell_suppressed.not_first_time.8yr.transfer_pooled,OMENRAP_PELL_NFT_POOLED_SUPP
outcome_percentage_pell_suppressed.not_first_time.8yr.award_pooled,OMAWDP8_PELL_NFT_POOLED_SUPP
outcome_percentage_pell_suppressed.not_first_time.8yr.unknown_pooled,OMENRUP_PELL_NFT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.8yr.still_enrolled_pooled,OMENRYP_PELL_FT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.8yr.transfer_pooled,OMENRAP_PELL_FT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.8yr.award_pooled,OMAWDP8_PELL_FT_POOLED_SUPP
outcome_percentage_pell_suppressed.full_time.8yr.unknown_pooled,OMENRUP_PELL_FT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.8yr.still_enrolled_pooled,OMENRYP_PELL_PT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.8yr.transfer_pooled,OMENRAP_PELL_PT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.8yr.award_pooled,OMAWDP8_PELL_PT_POOLED_SUPP
outcome_percentage_pell_suppressed.part_time.8yr.unknown_pooled,OMENRUP_PELL_PT_POOLED_SUPP
1_yr_bb_fed_repayment.independent.count,BBRR1_FED_IND_N
1_yr_bb_fed_repayment.independent.default,BBRR1_FED_IND_DFLT
1_yr_bb_fed_repayment.independent.delinquent,BBRR1_FED_IND_DLNQ
1_yr_bb_fed_repayment.independent.forbearance,BBRR1_FED_IND_FBR
1_yr_bb_fed_repayment.independent.deferment,BBRR1_FED_IND_DFR
1_yr_bb_fed_repayment.independent.noprogress,BBRR1_FED_IND_NOPROG
1_yr_bb_fed_repayment.independent.makingprogress,BBRR1_FED_IND_MAKEPROG
1_yr_bb_fed_repayment.independent.fullypaid,BBRR1_FED_IND_PAIDINFULL
1_yr_bb_fed_repayment.independent.discharge,BBRR1_FED_IND_DISCHARGE
1_yr_bb_fed_repayment.dependent.count,BBRR1_FED_DEP_N
1_yr_bb_fed_repayment.dependent.default,BBRR1_FED_DEP_DFLT
1_yr_bb_fed_repayment.dependent.delinquent,BBRR1_FED_DEP_DLNQ
1_yr_bb_fed_repayment.dependent.forbearance,BBRR1_FED_DEP_FBR
1_yr_bb_fed_repayment.dependent.deferment,BBRR1_FED_DEP_DFR
1_yr_bb_fed_repayment.dependent.noprogress,BBRR1_FED_DEP_NOPROG
1_yr_bb_fed_repayment.dependent.makingprogress,BBRR1_FED_DEP_MAKEPROG
1_yr_bb_fed_repayment.dependent.fullypaid,BBRR1_FED_DEP_PAIDINFULL
1_yr_bb_fed_repayment.dependent.discharge,BBRR1_FED_DEP_DISCHARGE
1_yr_bb_fed_repayment.pell.count,BBRR1_FED_PELL_N
1_yr_bb_fed_repayment.pell.default,BBRR1_FED_PELL_DFLT
1_yr_bb_fed_repayment.pell.delinquent,BBRR1_FED_PELL_DLNQ
1_yr_bb_fed_repayment.pell.forbearance,BBRR1_FED_PELL_FBR
1_yr_bb_fed_repayment.pell.deferment,BBRR1_FED_PELL_DFR
1_yr_bb_fed_repayment.pell.noprogress,BBRR1_FED_PELL_NOPROG
1_yr_bb_fed_repayment.pell.makingprogress,BBRR1_FED_PELL_MAKEPROG
1_yr_bb_fed_repayment.pell.fullypaid,BBRR1_FED_PELL_PAIDINFULL
1_yr_bb_fed_repayment.pell.discharge,BBRR1_FED_PELL_DISCHARGE
1_yr_bb_fed_repayment.non_pell.count,BBRR1_FED_NOPELL_N
1_yr_bb_fed_repayment.non_pell.default,BBRR1_FED_NOPELL_DFLT
1_yr_bb_fed_repayment.non_pell.delinquent,BBRR1_FED_NOPELL_DLNQ
1_yr_bb_fed_repayment.non_pell.forbearance,BBRR1_FED_NOPELL_FBR
1_yr_bb_fed_repayment.non_pell.deferment,BBRR1_FED_NOPELL_DFR
1_yr_bb_fed_repayment.non_pell.noprogress,BBRR1_FED_NOPELL_NOPROG
1_yr_bb_fed_repayment.non_pell.makingprogress,BBRR1_FED_NOPELL_MAKEPROG
1_yr_bb_fed_repayment.non_pell.fullypaid,BBRR1_FED_NOPELL_PAIDINFULL
1_yr_bb_fed_repayment.non_pell.discharge,BBRR1_FED_NOPELL_DISCHARGE
1_yr_bb_fed_repayment.male.count,BBRR1_FED_MALE_N
1_yr_bb_fed_repayment.male.default,BBRR1_FED_MALE_DFLT
1_yr_bb_fed_repayment.male.delinquent,BBRR1_FED_MALE_DLNQ
1_yr_bb_fed_repayment.male.forbearance,BBRR1_FED_MALE_FBR
1_yr_bb_fed_repayment.male.deferment,BBRR1_FED_MALE_DFR
1_yr_bb_fed_repayment.male.noprogress,BBRR1_FED_MALE_NOPROG
1_yr_bb_fed_repayment.male.makingprogress,BBRR1_FED_MALE_MAKEPROG
1_yr_bb_fed_repayment.male.fullypaid,BBRR1_FED_MALE_PAIDINFULL
1_yr_bb_fed_repayment.male.discharge,BBRR1_FED_MALE_DISCHARGE
1_yr_bb_fed_repayment.non_male.count,BBRR1_FED_NOMALE_N
1_yr_bb_fed_repayment.non_male.default,BBRR1_FED_NOMALE_DFLT
1_yr_bb_fed_repayment.non_male.delinquent,BBRR1_FED_NOMALE_DLNQ
1_yr_bb_fed_repayment.non_male.forbearance,BBRR1_FED_NOMALE_FBR
1_yr_bb_fed_repayment.non_male.deferment,BBRR1_FED_NOMALE_DFR
1_yr_bb_fed_repayment.non_male.noprogress,BBRR1_FED_NOMALE_NOPROG
1_yr_bb_fed_repayment.non_male.makingprogress,BBRR1_FED_NOMALE_MAKEPROG
1_yr_bb_fed_repayment.non_male.fullypaid,BBRR1_FED_NOMALE_PAIDINFULL
1_yr_bb_fed_repayment.non_male.discharge,BBRR1_FED_NOMALE_DISCHARGE
1_yr_bb_pp_repayment.independent.count,BBRR1_PP_IND_N
1_yr_bb_pp_repayment.independent.default,BBRR1_PP_IND_DFLT
1_yr_bb_pp_repayment.independent.delinquent,BBRR1_PP_IND_DLNQ
1_yr_bb_pp_repayment.independent.forbearance,BBRR1_PP_IND_FBR
1_yr_bb_pp_repayment.independent.deferment,BBRR1_PP_IND_DFR
1_yr_bb_pp_repayment.independent.noprogress,BBRR1_PP_IND_NOPROG
1_yr_bb_pp_repayment.independent.makingprogress,BBRR1_PP_IND_MAKEPROG
1_yr_bb_pp_repayment.independent.fullypaid,BBRR1_PP_IND_PAIDINFULL
1_yr_bb_pp_repayment.independent.discharge,BBRR1_PP_IND_DISCHARGE
1_yr_bb_pp_repayment.dependent.count,BBRR1_PP_DEP_N
1_yr_bb_pp_repayment.dependent.default,BBRR1_PP_DEP_DFLT
1_yr_bb_pp_repayment.dependent.delinquent,BBRR1_PP_DEP_DLNQ
1_yr_bb_pp_repayment.dependent.forbearance,BBRR1_PP_DEP_FBR
1_yr_bb_pp_repayment.dependent.deferment,BBRR1_PP_DEP_DFR
1_yr_bb_pp_repayment.dependent.noprogress,BBRR1_PP_DEP_NOPROG
1_yr_bb_pp_repayment.dependent.makingprogress,BBRR1_PP_DEP_MAKEPROG
1_yr_bb_pp_repayment.dependent.fullypaid,BBRR1_PP_DEP_PAIDINFULL
1_yr_bb_pp_repayment.dependent.discharge,BBRR1_PP_DEP_DISCHARGE
1_yr_bb_pp_repayment.pell.count,BBRR1_PP_PELL_N
1_yr_bb_pp_repayment.pell.default,BBRR1_PP_PELL_DFLT
1_yr_bb_pp_repayment.pell.delinquent,BBRR1_PP_PELL_DLNQ
1_yr_bb_pp_repayment.pell.forbearance,BBRR1_PP_PELL_FBR
1_yr_bb_pp_repayment.pell.deferment,BBRR1_PP_PELL_DFR
1_yr_bb_pp_repayment.pell.noprogress,BBRR1_PP_PELL_NOPROG
1_yr_bb_pp_repayment.pell.makingprogress,BBRR1_PP_PELL_MAKEPROG
1_yr_bb_pp_repayment.pell.fullypaid,BBRR1_PP_PELL_PAIDINFULL
1_yr_bb_pp_repayment.pell.discharge,BBRR1_PP_PELL_DISCHARGE
1_yr_bb_pp_repayment.non_pell.count,BBRR1_PP_NOPELL_N
1_yr_bb_pp_repayment.non_pell.default,BBRR1_PP_NOPELL_DFLT
1_yr_bb_pp_repayment.non_pell.delinquent,BBRR1_PP_NOPELL_DLNQ
1_yr_bb_pp_repayment.non_pell.forbearance,BBRR1_PP_NOPELL_FBR
1_yr_bb_pp_repayment.non_pell.deferment,BBRR1_PP_NOPELL_DFR
1_yr_bb_pp_repayment.non_pell.noprogress,BBRR1_PP_NOPELL_NOPROG
1_yr_bb_pp_repayment.non_pell.makingprogress,BBRR1_PP_NOPELL_MAKEPROG
1_yr_bb_pp_repayment.non_pell.fullypaid,BBRR1_PP_NOPELL_PAIDINFULL
1_yr_bb_pp_repayment.non_pell.discharge,BBRR1_PP_NOPELL_DISCHARGE
1_yr_bb_pp_repayment.male.count,BBRR1_PP_MALE_N
1_yr_bb_pp_repayment.male.default,BBRR1_PP_MALE_DFLT
1_yr_bb_pp_repayment.male.delinquent,BBRR1_PP_MALE_DLNQ
1_yr_bb_pp_repayment.male.forbearance,BBRR1_PP_MALE_FBR
1_yr_bb_pp_repayment.male.deferment,BBRR1_PP_MALE_DFR
1_yr_bb_pp_repayment.male.noprogress,BBRR1_PP_MALE_NOPROG
1_yr_bb_pp_repayment.male.makingprogress,BBRR1_PP_MALE_MAKEPROG
1_yr_bb_pp_repayment.male.fullypaid,BBRR1_PP_MALE_PAIDINFULL
1_yr_bb_pp_repayment.male.discharge,BBRR1_PP_MALE_DISCHARGE
1_yr_bb_pp_repayment.non_male.count,BBRR1_PP_NOMALE_N
1_yr_bb_pp_repayment.non_male.default,BBRR1_PP_NOMALE_DFLT
1_yr_bb_pp_repayment.non_male.delinquent,BBRR1_PP_NOMALE_DLNQ
1_yr_bb_pp_repayment.non_male.forbearance,BBRR1_PP_NOMALE_FBR
1_yr_bb_pp_repayment.non_male.deferment,BBRR1_PP_NOMALE_DFR
1_yr_bb_pp_repayment.non_male.noprogress,BBRR1_PP_NOMALE_NOPROG
1_yr_bb_pp_repayment.non_male.makingprogress,BBRR1_PP_NOMALE_MAKEPROG
1_yr_bb_pp_repayment.non_male.fullypaid,BBRR1_PP_NOMALE_PAIDINFULL
1_yr_bb_pp_repayment.non_male.discharge,BBRR1_PP_NOMALE_DISCHARGE
2_yr_bb_fed_repayment.independent.count,BBRR2_FED_IND_N
2_yr_bb_fed_repayment.independent.default,BBRR2_FED_IND_DFLT
2_yr_bb_fed_repayment.independent.delinquent,BBRR2_FED_IND_DLNQ
2_yr_bb_fed_repayment.independent.forbearance,BBRR2_FED_IND_FBR
2_yr_bb_fed_repayment.independent.deferment,BBRR2_FED_IND_DFR
2_yr_bb_fed_repayment.independent.noprogress,BBRR2_FED_IND_NOPROG
2_yr_bb_fed_repayment.independent.makingprogress,BBRR2_FED_IND_MAKEPROG
2_yr_bb_fed_repayment.independent.fullypaid,BBRR2_FED_IND_PAIDINFULL
2_yr_bb_fed_repayment.independent.discharge,BBRR2_FED_IND_DISCHARGE
2_yr_bb_fed_repayment.dependent.count,BBRR2_FED_DEP_N
2_yr_bb_fed_repayment.dependent.default,BBRR2_FED_DEP_DFLT
2_yr_bb_fed_repayment.dependent.delinquent,BBRR2_FED_DEP_DLNQ
2_yr_bb_fed_repayment.dependent.forbearance,BBRR2_FED_DEP_FBR
2_yr_bb_fed_repayment.dependent.deferment,BBRR2_FED_DEP_DFR
2_yr_bb_fed_repayment.dependent.noprogress,BBRR2_FED_DEP_NOPROG
2_yr_bb_fed_repayment.dependent.makingprogress,BBRR2_FED_DEP_MAKEPROG
2_yr_bb_fed_repayment.dependent.fullypaid,BBRR2_FED_DEP_PAIDINFULL
2_yr_bb_fed_repayment.dependent.discharge,BBRR2_FED_DEP_DISCHARGE
2_yr_bb_fed_repayment.pell.count,BBRR2_FED_PELL_N
2_yr_bb_fed_repayment.pell.default,BBRR2_FED_PELL_DFLT
2_yr_bb_fed_repayment.pell.delinquent,BBRR2_FED_PELL_DLNQ
2_yr_bb_fed_repayment.pell.forbearance,BBRR2_FED_PELL_FBR
2_yr_bb_fed_repayment.pell.deferment,BBRR2_FED_PELL_DFR
2_yr_bb_fed_repayment.pell.noprogress,BBRR2_FED_PELL_NOPROG
2_yr_bb_fed_repayment.pell.makingprogress,BBRR2_FED_PELL_MAKEPROG
2_yr_bb_fed_repayment.pell.fullypaid,BBRR2_FED_PELL_PAIDINFULL
2_yr_bb_fed_repayment.pell.discharge,BBRR2_FED_PELL_DISCHARGE
2_yr_bb_fed_repayment.non_pell.count,BBRR2_FED_NOPELL_N
2_yr_bb_fed_repayment.non_pell.default,BBRR2_FED_NOPELL_DFLT
2_yr_bb_fed_repayment.non_pell.delinquent,BBRR2_FED_NOPELL_DLNQ
2_yr_bb_fed_repayment.non_pell.forbearance,BBRR2_FED_NOPELL_FBR
2_yr_bb_fed_repayment.non_pell.deferment,BBRR2_FED_NOPELL_DFR
2_yr_bb_fed_repayment.non_pell.noprogress,BBRR2_FED_NOPELL_NOPROG
2_yr_bb_fed_repayment.non_pell.makingprogress,BBRR2_FED_NOPELL_MAKEPROG
2_yr_bb_fed_repayment.non_pell.fullypaid,BBRR2_FED_NOPELL_PAIDINFULL
2_yr_bb_fed_repayment.non_pell.discharge,BBRR2_FED_NOPELL_DISCHARGE
2_yr_bb_fed_repayment.male.count,BBRR2_FED_MALE_N
2_yr_bb_fed_repayment.male.default,BBRR2_FED_MALE_DFLT
2_yr_bb_fed_repayment.male.delinquent,BBRR2_FED_MALE_DLNQ
2_yr_bb_fed_repayment.male.forbearance,BBRR2_FED_MALE_FBR
2_yr_bb_fed_repayment.male.deferment,BBRR2_FED_MALE_DFR
2_yr_bb_fed_repayment.male.noprogress,BBRR2_FED_MALE_NOPROG
2_yr_bb_fed_repayment.male.makingprogress,BBRR2_FED_MALE_MAKEPROG
2_yr_bb_fed_repayment.male.fullypaid,BBRR2_FED_MALE_PAIDINFULL
2_yr_bb_fed_repayment.male.discharge,BBRR2_FED_MALE_DISCHARGE
2_yr_bb_fed_repayment.non_male.count,BBRR2_FED_NOMALE_N
2_yr_bb_fed_repayment.non_male.default,BBRR2_FED_NOMALE_DFLT
2_yr_bb_fed_repayment.non_male.delinquent,BBRR2_FED_NOMALE_DLNQ
2_yr_bb_fed_repayment.non_male.forbearance,BBRR2_FED_NOMALE_FBR
2_yr_bb_fed_repayment.non_male.deferment,BBRR2_FED_NOMALE_DFR
2_yr_bb_fed_repayment.non_male.noprogress,BBRR2_FED_NOMALE_NOPROG
2_yr_bb_fed_repayment.non_male.makingprogress,BBRR2_FED_NOMALE_MAKEPROG
2_yr_bb_fed_repayment.non_male.fullypaid,BBRR2_FED_NOMALE_PAIDINFULL
2_yr_bb_fed_repayment.non_male.discharge,BBRR2_FED_NOMALE_DISCHARGE
2_yr_bb_pp_repayment.independent.count,BBRR2_PP_IND_N
2_yr_bb_pp_repayment.independent.default,BBRR2_PP_IND_DFLT
2_yr_bb_pp_repayment.independent.delinquent,BBRR2_PP_IND_DLNQ
2_yr_bb_pp_repayment.independent.forbearance,BBRR2_PP_IND_FBR
2_yr_bb_pp_repayment.independent.deferment,BBRR2_PP_IND_DFR
2_yr_bb_pp_repayment.independent.noprogress,BBRR2_PP_IND_NOPROG
2_yr_bb_pp_repayment.independent.makingprogress,BBRR2_PP_IND_MAKEPROG
2_yr_bb_pp_repayment.independent.fullypaid,BBRR2_PP_IND_PAIDINFULL
2_yr_bb_pp_repayment.independent.discharge,BBRR2_PP_IND_DISCHARGE
2_yr_bb_pp_repayment.dependent.count,BBRR2_PP_DEP_N
2_yr_bb_pp_repayment.dependent.default,BBRR2_PP_DEP_DFLT
2_yr_bb_pp_repayment.dependent.delinquent,BBRR2_PP_DEP_DLNQ
2_yr_bb_pp_repayment.dependent.forbearance,BBRR2_PP_DEP_FBR
2_yr_bb_pp_repayment.dependent.deferment,BBRR2_PP_DEP_DFR
2_yr_bb_pp_repayment.dependent.noprogress,BBRR2_PP_DEP_NOPROG
2_yr_bb_pp_repayment.dependent.makingprogress,BBRR2_PP_DEP_MAKEPROG
2_yr_bb_pp_repayment.dependent.fullypaid,BBRR2_PP_DEP_PAIDINFULL
2_yr_bb_pp_repayment.dependent.discharge,BBRR2_PP_DEP_DISCHARGE
2_yr_bb_pp_repayment.pell.count,BBRR2_PP_PELL_N
2_yr_bb_pp_repayment.pell.default,BBRR2_PP_PELL_DFLT
2_yr_bb_pp_repayment.pell.delinquent,BBRR2_PP_PELL_DLNQ
2_yr_bb_pp_repayment.pell.forbearance,BBRR2_PP_PELL_FBR
2_yr_bb_pp_repayment.pell.deferment,BBRR2_PP_PELL_DFR
2_yr_bb_pp_repayment.pell.noprogress,BBRR2_PP_PELL_NOPROG
2_yr_bb_pp_repayment.pell.makingprogress,BBRR2_PP_PELL_MAKEPROG
2_yr_bb_pp_repayment.pell.fullypaid,BBRR2_PP_PELL_PAIDINFULL
2_yr_bb_pp_repayment.pell.discharge,BBRR2_PP_PELL_DISCHARGE
2_yr_bb_pp_repayment.non_pell.count,BBRR2_PP_NOPELL_N
2_yr_bb_pp_repayment.non_pell.default,BBRR2_PP_NOPELL_DFLT
2_yr_bb_pp_repayment.non_pell.delinquent,BBRR2_PP_NOPELL_DLNQ
2_yr_bb_pp_repayment.non_pell.forbearance,BBRR2_PP_NOPELL_FBR
2_yr_bb_pp_repayment.non_pell.deferment,BBRR2_PP_NOPELL_DFR
2_yr_bb_pp_repayment.non_pell.noprogress,BBRR2_PP_NOPELL_NOPROG
2_yr_bb_pp_repayment.non_pell.makingprogress,BBRR2_PP_NOPELL_MAKEPROG
2_yr_bb_pp_repayment.non_pell.fullypaid,BBRR2_PP_NOPELL_PAIDINFULL
2_yr_bb_pp_repayment.non_pell.discharge,BBRR2_PP_NOPELL_DISCHARGE
2_yr_bb_pp_repayment.male.count,BBRR2_PP_MALE_N
2_yr_bb_pp_repayment.male.default,BBRR2_PP_MALE_DFLT
2_yr_bb_pp_repayment.male.delinquent,BBRR2_PP_MALE_DLNQ
2_yr_bb_pp_repayment.male.forbearance,BBRR2_PP_MALE_FBR
2_yr_bb_pp_repayment.male.deferment,BBRR2_PP_MALE_DFR
2_yr_bb_pp_repayment.male.noprogress,BBRR2_PP_MALE_NOPROG
2_yr_bb_pp_repayment.male.makingprogress,BBRR2_PP_MALE_MAKEPROG
2_yr_bb_pp_repayment.male.fullypaid,BBRR2_PP_MALE_PAIDINFULL
2_yr_bb_pp_repayment.male.discharge,BBRR2_PP_MALE_DISCHARGE
2_yr_bb_pp_repayment.non_male.count,BBRR2_PP_NOMALE_N
2_yr_bb_pp_repayment.non_male.default,BBRR2_PP_NOMALE_DFLT
2_yr_bb_pp_repayment.non_male.delinquent,BBRR2_PP_NOMALE_DLNQ
2_yr_bb_pp_repayment.non_male.forbearance,BBRR2_PP_NOMALE_FBR
2_yr_bb_pp_repayment.non_male.deferment,BBRR2_PP_NOMALE_DFR
2_yr_bb_pp_repayment.non_male.noprogress,BBRR2_PP_NOMALE_NOPROG
2_yr_bb_pp_repayment.non_male.makingprogress,BBRR2_PP_NOMALE_MAKEPROG
